NID	CHN	ETCM	TCMID	SYM	TCMSP	PINYIN	LATIN	TYPE	FAMILY_CHN	FAMILY_ENG	Specifications	Property_CHN	Property_Eng	Flavor_CHN	Flavor_ENG	Meridian_Tropism_CHN	Meridian_Tropism_ENG	Indication_CHN	Indication_ENG	English_Name	Class_Chinese	UsePart	Syndromes	itcm
7839	干蟾皮					GAN CHAN PI	Bufo bufo gargarizans Cantor、Bufo melanostictus Schneider	Animal medicine	蟾蜍科	Bufonidae		凉	Cool	辛	Pungent	肝、脾、肺	Liver, Spleen, Lungs	消肿解毒，止痛，利尿	Swelling and detoxification, pain relief, diuretic	SICCUS BUFO				itcm_h_7839
7840	发酵虫草菌					FA JIAO CHONG CAO JUN	Cordyceps sinensis(Berk.)Sae. and Synnematum sinense Yin et Shen sp.now	Plant medicine	麦角菌科	Clavicipitaceae								补肺肾，益精气	Nourishes lung and kidney, nourishes essence and qi					itcm_h_7840
7841	燀苦杏仁					CHAN KU XING REN	Corydalis bungeana Turcz.	Plant medicine	蔷薇科	Rosaceae		温	Warm	苦	bitter	肺,大肠	Lung, large intestine	降气；止咳；平喘；润肠；通便	Lowering Qi; Relieving Cough; Relieving Asthma; Moistening the Intestines; Laxative					itcm_h_7841
7842	燀桃仁					CHAN TAO REN	Prunus persica (L.) Batsch;Prusua davidiana (Carr.) Franch	Plant medicine	蔷薇科	Rosaceae		平	Neutral	苦,甘	bitter,sweet	心,肝,大肠	Heart, liver, large intestine	活血,祛瘀,润肠,通便,止咳,平喘	Invigorate blood, remove blood stasis, moisturize the intestine, laxative, relieve cough, relieve asthma					itcm_h_7842
7843	光慈菇					GUANG CI GU	Bulbus Tulipae	Plant medicine	百合科	Liliaceae		寒	Cold	甘	Sweet	肺、肝	Lung, Liver	散结，化瘀。	Sanjie, remove blood stasis.			Bulbus	The mushroom contains colchicine and other alkaloids, which have a long incubation period in the body, and are mainly oxidized to dicolchicine to play a toxic effect. Can cause strong irritation symptoms and capillary damage, and can paralyze the spinal cord and medulla bulbar, inhibit breathing, excite nerve cells, and strengthen gastrointestinal activities.	itcm_h_7843
7844	官桂					GUAN GUI	Cinnamomum wilsonii Gamble	Plant medicine	樟科	Lauraceae		温	Warm	辛	Pungent	心、肝、脾、肾	Heart, Liver, Spleen, Kidney	桂皮适宜腰膝冷痛、阳虚怕冷、风寒湿性关节炎、四肢发凉、胃寒冷痛、食欲不振、呕吐清水、腹部隐痛、肠鸣泄泻、妇女产后腹痛、月经期间小腹冷痛和闭经、慢性溃疡、心动过缓、脉象沉迟、血栓闭塞性脉管炎、雷诺氏症者食用，也适合肾虚、遗尿患者食用,每次5克左右即可。	Cinnamon is suitable for cold pain in waist and knees, yang deficiency and fear of cold, rheumatoid arthritis, cold limbs, cold stomach pain, loss of appetite, vomiting water, dull abdominal pain, bowel sounds and diarrhea, postpartum abdominal pain in women, cold pain in lower abdomen and amenorrhea during menstruation , chronic ulcer, bradycardia, slow pulse, thromboangiitis obliterans, Raynaud's disease, also suitable for kidney deficiency, enuresis, about 5 grams each time				1. The cinnamic aldehyde contained has obvious sedative effect on mice 2. It has a cooling effect on the normal body temperature of mice and the artificial fever caused by the mixed vaccine of typhoid and paratyphoid. 3. Antihypertensive effect. 4. Cinnamon oil stimulates the sense of smell, can reflexively promote gastric function, and can also directly stimulate the gastric mucosa, increase secretion, enhance peristalsis, and have an aromatic stomachic effect.	itcm_h_7844
7845	血余					XUE?YU		Animal medicine				平	Neutral	苦、涩	Bitter、astringent	肝、胃、肾	Liver, Stomach, Kidney	止血，化瘀，利尿，生肌。	Hemostasis, removing blood stasis, diuretic, muscle regeneration.					itcm_h_7845
7846	鹿茸草					LU RONG CAO	Monochasma sheareri Maxim. ex Franch. et Savat.	Plant medicine	玄参科	Scrophulariaceae								清热解毒、祛风止痛和凉血止血	Clearing away heat and detoxifying, expelling wind and relieving pain, cooling blood and stopping bleeding			herba		itcm_h_7846
7847	槲叶干					HU?YE?GAN	Quercus dentata Thunb	Plant medicine	壳斗科	Fagaceae												folium	Leaf containing flavonoids: kaempferol-3-O[2",6"-O(E) p-coumaroyl-βD glucoside] quercetin, quercetin-3-Oα-L arabinopyranoside, Quercetin-3-0β-D galactopyranoside, isorhamnetin-3-OβD glucopyranoside, rutin; Triterpenoids: mucinol, suberinone, epiperylenol, Qi Leanolic acid, quercilicosideA, etc.; also contains 2-neohesperidin-2,6-dihydroxybenzoic acid benzyl, 3,5,7 trihydroxychromone-3-OβD glucopyranoside [1- O, quercetin, 1,3,4/2,5-cyclohexanepentanol, beta sitosterol, etc. The bark contains gallic acid, dextrocatechin, dextrogallocatechin, catechin (4a→-8)-catechin, gallocatechin-(4a→8)-gallocatechin, 3 -Ogalloylepigallocatechin-(4a→8)-catechin [3O-galloylepigallocatechin(4 a=8)-catehin.	itcm_h_7847
7848	虎掌南星					HU ZHANG?NAN?XING	Pinellia pedatisecta Schott	Plant medicine	天南星科	Araceae		温	Warm	苦、辛	Bitter、Pungent			解毒消肿、祛风定惊、化痰散结	Detoxification and swelling, expelling wind and calming panic, resolving phlegm and dissipating knots					itcm_h_7848
7849	生关白附					SHENG GUAN BAI FU	conitum coreanum (Levl.) Rapaics [A. koreanum R. Raym.]	Plant medicine	毛茛科	Ranunculaceae		大温	Greater warm	辛、甘	Pungent、Sweet	胃、肝	stomach, liver	祛风痰，定惊痫，解毒散结，止痛。	Dispelling wind and phlegm, calming epilepsy, detoxifying and dispelling stagnation, relieving pain.			radix		itcm_h_7849
7850	鹿茸血					LU RONG?XUE	Cervus nippon , Cervus elaphus	animal medicine(including insect)				温	Warm	甘,咸	Sweet,Salty	肝，肾	Liver,Kidney	补肾壮阳，益精补血，强筋壮骨，调经控脉，引疮毒。	To supplement kidney and invigorate  yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.			non-ossifying young horn of male deer or stag	Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring  yin  flat abscess.	itcm_h_7850
7851	盐橘核					YAN JU?HE	Citrus reticulata Blanco	Plant medicine	芸香科	Rutaceae		平	Neutral	苦	bitter	肝,肾	Liver, kidney	理气,散结,止痛	Regulate qi, dispel congestion, relieve pain					itcm_h_7851
7852	胡蜂					HU FENG	Vespidae	Animal medicine	胡蜂科	Vespidae		温	Warm	辛	Pungent			定痛、驱虫、消肿解毒	Pain relief, deworming, swelling and detoxification					itcm_h_7852
7853	鸡蛋壳					JI DAN?KE	Gallus gallus domosticus Brisson	Animal medicine	雉科	Phasianidae		平	Neutral	淡	Light			收敛制酸，补钙	Astringent acid, calcium supplement					itcm_h_7853
7854	香茶菜					XIANG CHA CAI	Rabdosia amethystoides?(Benth.) Hara	Plant medicine	唇形科	Lamiaceae		凉	Cool	辛、苦	Pungent、Bitter	肝、肾	liver, kidney	清热利湿，活血散瘀，解毒消肿	Clearing heat and removing dampness, promoting blood circulation and dissipating blood stasis, detoxification and swelling			Aboveground		itcm_h_7854
7855	小叶榕					XIAO?YE?RONG	Ficus concinna?Miq.	Plant medicine	桑科	Moraceae		平	Neutral	微苦	Slightly bitter			祛风除湿，行气活血。	Expelling wind and dampness, activating qi and activating blood.					itcm_h_7855
7856	瓜蒌仁					GUA LOU REN	Semen Trichosanthis	Plant medicine	葫芦科	Cucurbitaceae													Contains about 26% fatty oil. The solid fatty acid in the fatty acid accounted for 30.0%. Liquid fatty acids account for 66.5% (oleic acid, linoleic acid, linolenic acid)	itcm_h_7856
7857	黄瓜子					HUANG GUA ZI	Cucumis satiuus L	Plant medicine	葫芦科	Cucurbitaceae								续筋接骨、祛风、消痰、补钙。	Continue tendons and bones, expel wind, eliminate phlegm, and supplement calcium.				Fatty oil, of which 58.49% oleic acid, 22.29% linoleic acid, 6.79% palmitic acid, and 3.72% stearic acid.	itcm_h_7857
7858	猪骨					ZHU GU	Sus scrofa domestica Brisson?	Animal medicine	猪科	Suidae		平	Neutral	涩	Astringent			止渴，解毒，杀虫止痢。	Quenching thirst, detoxifying, killing insects and relieving dysentery.					itcm_h_7858
7859	云母石					YUN MU?SHI	Muscovite	Mineral medicine								肺、肝、脾	Lung, liver, spleen	补肾，收敛止血。	Invigorating the kidney, astringent and hemostasis.					itcm_h_7859
7860	萸黄连					YU HUANG LIAN	Coptis chinensis Franch.;Coptis deltoidrea C. Y. Cheng et Hsiao;Coptisteeta Wall.	Plant medicine	毛茛科	Ranunculaceae		寒	Cold	苦	bitter	心,脾,胃,肝,胆,大肠	Heart, spleen, stomach, liver, gallbladder, large intestine	清热,燥湿,泻火,解毒	Clear heat, dry dampness, purify fire, detoxify					itcm_h_7860
7861	瓜子金					GUA ZI JIN	Polygala japonica Houtt.	Plant medicine	远志科	Polygalaceae		平	Neutral	苦、微辛	Bitter、Slightly Pungent	肺、胃、心	Lungs; Stomach; Heart	活血散瘀，祛痰镇咳，解毒止痛。	Promote blood circulation and disperse blood stasis, expectorant and relieve cough, detoxify and relieve pain.			herba		itcm_h_7861
7862	杏香兔耳风					XING XIANG TU ER FENG	Ainsliaea fragrans Champ.	Plant medicine	菊科	Compositae		平	Neutral	苦、辛	Bitter、Pungent			清热解毒，消积散结，止咳，止血。	Clearing away heat and detoxifying, eliminating accumulation and dissipating stagnation, relieving cough and stopping bleeding.					itcm_h_7862
7863	白石脂					BAI?SHI?ZHI		Mineral medicine				平	Neutral	甘、酸	Sweet、 sour			养肺气，厚肠，补骨髓，疗五脏惊悸不足，心下烦，止腹痛下水，小肠湃，热溏便脓血，女子崩中漏下赤自沃，排痈疽疮痔。久服安心不饥，轻身延年。现一般外用做吸收剂。	Nourishes lung qi, thickens intestines, replenishes bone marrow, treats insufficiency of palpitation in the five viscera, restlessness in the heart, relieves abdominal pain and discharges, swells in the small intestine, pus and blood in hot loose stools, and discharges carbuncle and hemorrhoids. Jiufu is at ease without hunger, and you can live longer. It is generally used externally as an absorbent.	Kaolinite	涩肠止泻药			itcm_h_7863
7864	安痛藤					AN TONG TENG	Antongteng CAULIS CISSI	Plant medicine	葡萄科	Vitaceae		平	Neutral	淡、微涩	light, slightly astringent	肺、胃	Lungs; Stomach	祛风止痛，舒筋活络，拔脓消肿。	Dispel wind and relieve pain, relax tendons and activate collaterals, remove pus and reduce swelling.					itcm_h_7864
7865	夏天无总碱					XIA TIAN?WU?ZONG JIAN	Corydalis decumbens (Thunb.) Pers.	Plant medicine	罂粟科	Papaveraceae		温	Warm	苦,辛	bitter,pungent	肝	liver	活血,止痛,舒筋,活络,祛风,除湿	Invigorate blood, relieve pain, relax muscles, activate collaterals, expel wind, and dehumidify					itcm_h_7865
7866	广山楂					GUANG?SHAN?ZHA	Crataegus pinnatifida Bge. var.major N.E.Br.;Crataegus pinnatifida Bge.	Plant medicine	蔷薇科	Rosaceae		温	Warm	酸,甘	sour,sweet	脾,胃,肝	Spleen, stomach, liver	消食,健胃,行气,散瘀,化浊,降脂						itcm_h_7866
7867	神曲茶					SHEN QU CHA	Massa Medicata Fermentata	Plant medicine				温	Warm	辛,甘	Pungent,Sweet	脾，胃	Spleen,Stomach	食欲不振的治疗表现为上腹部胀满、无食欲、咯咯声和腹泻。药酵（神曲）与山楂（山楂）和发芽大麦（麦芽）一起使用。	Treatment of retention of food manifested as epigastric and abdominal distension and fullness, no appetite, gurgling sound and diarrhea. Medicated leaven (Shenqu) is used with Hawthorn fruit (Shanzha) and Germinated barley (Maiya).					itcm_h_7867
7868	小槐花					XIAO HUAI HUA	Desmodium caudatum	Plant medicine	豆科	Leguminosae		平	Neutral	苦	Bitter			祛风利湿，解毒，利尿	Expelling wind and dampness, detoxification, diuresis					itcm_h_7868
7869	干蟾					GAN CHAN	Bufo bufo gargarizans Cantor、Bufo melanostictus Schneider	Animal medicine	蟾蜍科	Bufonidae		凉	Cool	甘、辛	Sweet、Pungent			破症结，行水湿，化毒，杀虫，定痛。	To break the crux, water dampness, detoxification, insecticide, pain relief.					itcm_h_7869
7870	滇鸡血藤					DIAN JI?XIE?TENG	DianjixuetengKADSURAE CAULIS	Plant medicine	木兰科	Magnoliaceae Juss.		温	Warm	苦、甘	Bitter、Sweet	肝、肾	liver, kidney	活血补血，调经止痛，舒筋通络。	Promote blood circulation, regulate menstruation and relieve pain, relax tendons and collaterals.					itcm_h_7870
7871	广东神曲					GUANG?DONG SHEN QU		Plant medicine				温	Warm	辛,甘	Pungent,Sweet	脾，胃	Spleen,Stomach	食欲不振的治疗表现为上腹部胀满、无食欲、咯咯声和腹泻。药酵（神曲）与山楂（山楂）和发芽大麦（麦芽）一起使用。	Treatment of retention of food manifested as epigastric and abdominal distension and fullness, no appetite, gurgling sound and diarrhea. Medicated leaven (Shenqu) is used with Hawthorn fruit (Shanzha) and Germinated barley (Maiya).					itcm_h_7871
7872	钻地风					ZUAN?DI?FENG	Flemingia philippinensis Merr. et Rolfe	Plant medicine	豆科	Leguminosae								祛风除湿、舒筋活络、强筋壮骨、消炎止痛	Expelling wind and dampness, relaxing tendons and activating collaterals, strengthening tendons and bones, reducing inflammation and relieving pain			radix		itcm_h_7872
7873	香椽					XIANG CHUAN	Citrus medica L.;Citrus wilsonii Tanaka	Plant medicine	芸香科	Rutaceae		温	Warm	辛,苦,酸	pungent,bitter,sour	肝,脾,肺	Liver, spleen, lung	疏肝,理气,宽中,化痰	Soothes the liver, regulates qi, broadens the middle, and resolves phlegm					itcm_h_7873
7874	鹅胆粉					E DAN FEN																		itcm_h_7874
7875	绵茵陈					MIAN YIN CHEN	Artemisia capillaris	Plant medicine	菊科	Asteraceae		小寒	Slight Cold	苦	Bitter	脾、胃、肝、胆	Spleen,Stomach,Liver,Gallbladder	清热利湿，祛黄。	To clear heat and disinhibit damp, abate jaundice.			aerial parts	Hepatitis, jaundice, infective cholecystitis, hyperlipemia, inhibited urination, damp sore, itchy skin.	itcm_h_7875
7876	水线草					SHUI XIAN CAO	Oldenlandia corymbosa L.	Plant medicine	茜草科	Rubiaceae						肺、大肠	Lungs, Large intestine	清热解毒	Detoxification		清热药		Contains triterpenoids such as ursolic acid, oleanolic acid and betulinic acid, volatile oil components are dodecane β-damascenone, tetradecane, β-ionone, lauric acid, palmitic acid, myristic acid, hexahydro Pseudoionone, methyl pentadecanoate, hexadecanoic acid, heptadecanoic acid, plant alcohol, linoleic acid, octadecanoic acid, etc. Also contains amino acids: aspartic acid, threonine, serine, glutamic acid, proline, glycine, isoleucine, etc.	itcm_h_7876
7877	猪胆汁酸					ZHU DAN ZHI SUAN	Sus scrofa domestica Brisson	Animal medicine	猪科	Suidae														itcm_h_7877
7878	姜					JIANG	Zingiber officinale Rosc.	Plant medicine	姜科	Zingiberaceae		温	Warm	辛	Pungent	肺、胃、脾	Lungs, stomach, spleen	解表散寒，温中止呕，温肺止咳。	Relieves the surface and dispels cold, warms the middle and stops vomiting, warms the lungs and stops cough.			radix		itcm_h_7878
7879	广东王不留行					GUANG?DONG WANG BU LIU?XING	Vaccaria segetalis( Neck. )Garcke	Plant medicine	石竹科	Caryophyllaceae		平	Neutral	苦	bitter	肝,胃	Liver, stomach	活血,通经,下乳,消肿,利尿,通淋	Invigorate blood, relieve menstruation, lower breasts, reduce swelling, diuresis, and relieve leaching					itcm_h_7879
7880	南寒水石					NAN?HAN SHUI?SHI		Mineral medicine				寒	Cold	辛、咸	Pungent、salty	心、胃、肾	Heart, Stomach, Kidney	清热降火，利窍，消肿。	Clearing away heat and reducing fire, benefiting orifices, reducing swelling.					itcm_h_7880
7881	五灵脂膏					WU LING ZHI GAO	Trogopterus xanthipes, Pteromys volans	animal medicine(including insect)				温	Warm	甘,苦,咸	Sweet,Bitter,Salty	肝	Liver	活血止痛，化瘀止血，散瘀解毒。	To quicken blood and relieve pain, transform stasis and stanch bleeding, disperse accumulation and resolve toxin.			dried feces	Amenorrhea, postpartum blood stasis abdominal pain, flooding, profuse menstruation, incessant red and white vaginal discharge, snake bite, scorpion sting, centipede bite.	itcm_h_7881
7882	地稔					DI?REN	Melastoma dodecandrumLour.?	Plant medicine	野牡丹科	Melastomataceae		凉	Cool	甘、涩	Sweet, Astringent			活血止血、消肿祛瘀、清热解毒	Promote blood circulation to stop bleeding, reduce swelling and remove blood stasis, clear heat and detoxify					itcm_h_7882
7883	柘木					ZHE MU	Cudrania tricuspidata	Plant medicine	桑科	Moraceae		温	Warm	甘	Sweet	肝、脾	Liver, Spleen	化瘀止血，清肝明目，截疟。	Remove blood stasis and stop bleeding, clear liver and improve eyesight, and cut malaria.					itcm_h_7883
